sector,lat,lng,count,country,region_code,local_authority_code
CM14 5,51.617901,0.287134,354,England,E12000006,E07000068
CM14 9,51.762549,0.302919,340,England,E12000006,E07000068
CM15 0,51.661553,0.299531,312,England,E12000006,E07000068
CM15 8,51.626728,0.319656,254,England,E12000006,E07000068
CM15 9,51.632068,0.294113,264,England,E12000006,E07000068
CM16 4,51.696927,0.110676,223,England,E12000006,E07000072
CM16 5,51.699204,0.105207,112,England,E12000006,E07000072
CM16 6,51.715617,0.135799,298,England,E12000006,E07000072
CM16 7,51.68565,0.114368,242,England,E12000006,E07000072
CM16 9,51.700333,0.113353,140,England,E12000006,E07000072
CM17 0,51.782828,0.150033,295,England,E12000006,E07000073
CM17 9,51.765526,0.133694,363,England,E12000006,E07000073
CM18 6,51.759899,0.106194,328,England,E12000006,E07000073
CM18 7,51.752976,0.102949,287,England,E12000006,E07000073
CM19 4,51.759172,0.084451,263,England,E12000006,E07000073
CM19 5,51.763259,0.065937,319,England,E12000006,E07000073
CM2 0,51.729788,0.471494,348,England,E12000006,E07000070
CM2 5,51.748548,0.50588,51,England,E12000006,E07000070
CM2 6,51.73687,0.494735,387,England,E12000006,E07000070
CM2 7,51.719627,0.502065,311,England,E12000006,E07000070
CM2 8,51.706919,0.478753,378,England,E12000006,E07000070
CM2 9,51.720888,0.475863,340,England,E12000006,E07000070
CM20 1,51.771743,0.090035,309,England,E12000006,E07000073
CM20 2,51.781792,0.107889,330,England,E12000006,E07000073
CM20 3,51.772027,0.10981,263,England,E12000006,E07000073
CM20 9,51.77154,0.094011,347,England,E12000006,E07000073
CM21 0,51.811879,0.136512,177,England,E12000006,E07000242
CM21 1,55.024928,0.148774,45,England,E12000006,E07000072
CM21 9,51.812281,0.153962,262,England,E12000006,E07000242
CM22 6,51.895471,0.233156,383,England,E12000006,E07000077
CM22 7,51.832441,0.200638,322,England,E12000006,E07000077
CM23 0,51.883761,0.153324,45,England,E12000006,E07000242
CM23 1,51.906475,0.156805,160,England,E12000006,E07000077
CM23 2,51.874354,0.15595,389,England,E12000006,E07000242
CM23 3,51.863983,0.159358,377,England,E12000006,E07000242
CM23 4,51.859395,0.14792,322,England,E12000006,E07000242
CM23 5,51.871466,0.17498,270,England,E12000006,E07000242
CM23 9,51.867374,0.160449,250,England,E12000006,E07000242
CM24 1,51.884739,0.237779,78,England,E12000006,E07000077
CM24 8,51.900558,0.200081,372,England,E12000006,E07000077
CM3 1,51.810993,0.469275,248,England,E12000006,E07000070
CM3 2,51.783193,0.587541,289,England,E12000006,E07000067
CM3 3,51.767532,0.515672,260,England,E12000006,E07000070
CM3 4,51.716068,0.579895,363,England,E12000006,E07000070
CM3 5,51.6503,0.603051,396,England,E12000006,E07000070
CM3 6,51.670659,0.716221,370,England,E12000006,E07000074
CM3 7,51.644838,0.60265,45,England,E12000006,E07000070
CM3 8,51.670945,0.549426,165,England,E12000006,E07000070
CM3 9,53.841402,0.588324,44,England,E12000006,E07000070
CM4 0,51.683056,0.363042,301,England,E12000006,E07000068
CM4 9,51.666814,0.411666,315,England,E12000006,E07000068
CM5 0,51.736188,0.254611,296,England,E12000006,E07000072
CM5 5,51.703816,0.245191,40,England,E12000006,E07000072
CM5 9,51.701878,0.240999,283,England,E12000006,E07000072
CM6 1,51.854679,0.341874,394,England,E12000006,E07000077
CM6 2,51.918711,0.340894,282,England,E12000006,E07000077
CM6 3,51.873779,0.416502,384,England,E12000006,E07000077
CM6 4,51.872013,0.340714,63,England,E12000006,E07000077
CM6 9,65.432342,0.406799,71,England,E12000006,E07000067
CM7 0,51.87703,0.564769,275,England,E12000006,E07000067
CM7 1,51.872644,0.55482,253,England,E12000006,E07000067
CM7 2,51.878438,0.543068,221,England,E12000006,E07000067
CM7 3,51.876173,0.5677,271,England,E12000006,E07000067
CM7 4,51.949818,0.47441,301,England,E12000006,E07000067
CM7 5,51.89977,0.540251,371,England,E12000006,E07000067
CM7 6,51.88014,0.56595,337,England,E12000006,E07000067
CM7 7,51.875399,0.548047,331,England,E12000006,E07000067
CM7 8,51.867048,0.557267,394,England,E12000006,E07000067
CM7 9,51.883526,0.566681,245,England,E12000006,E07000067
CM77 6,51.875798,0.511361,107,England,E12000006,E07000067
CM77 7,51.863211,0.532888,171,England,E12000006,E07000067
CM77 8,51.865515,0.585254,257,England,E12000006,E07000067
CM8 1,51.798464,0.627975,393,England,E12000006,E07000067
CM8 2,51.80848,0.638288,389,England,E12000006,E07000067
CM8 3,51.81079,0.648658,389,England,E12000006,E07000067
CM8 9,59.51261,0.53898,75,England,E12000006,E07000067
CM9 4,51.741573,0.68744,355,England,E12000006,E07000074
CM9 5,51.729233,0.681921,185,England,E12000006,E07000074
CM9 6,51.723193,0.663387,394,England,E12000006,E07000074
CM9 7,51.735567,0.686911,333,England,E12000006,E07000074
CM9 8,51.765956,0.758846,343,England,E12000006,E07000074
CM9 9,51.733981,0.677955,117,England,E12000006,E07000074
CM92 1,51.769363,0.06128,18,England,E12000006,E07000073
CM98 1,54.049632,0.493784,21,England,E12000006,E07000070
CM99 1,51.730403,0.473337,33,England,E12000006,E07000070
CM99 2,51.741888,0.497757,163,England,E12000006,E07000070
CO1 1,51.892365,0.902089,389,England,E12000006,E07000071
CO1 2,51.886461,0.915041,388,England,E12000006,E07000071
CO1 9,51.847949,0.816777,387,England,E12000006,E07000071
CO10 0,52.043966,0.762915,395,England,E12000006,E07000200
CO10 1,52.046377,0.733527,264,England,E12000006,E07000200
CO10 2,52.039939,0.738521,250,England,E12000006,E07000200
CO10 3,57.122469,0.675054,85,England,E12000006,E07000200
CO10 5,52.020333,0.851635,144,England,E12000006,E07000200
CO10 6,52.04191,0.731593,393,England,E12000006,E07000200
CO10 7,52.059542,0.683416,315,England,E12000006,E07000200
CO10 8,52.082286,0.590976,260,England,E12000006,E07000245
CO10 9,52.088693,0.753447,316,England,E12000006,E07000200
CO11 1,51.951672,1.069429,322,England,E12000006,E07000076
CO11 2,51.933834,1.081141,353,England,E12000006,E07000076
CO11 3,51.932259,1.13035,1,England,E12000006,E07000076
CO11 9,53.401448,1.030589,33,England,E12000006,E07000076
CO12 3,51.93776,1.279014,298,England,E12000006,E07000076
CO12 4,51.934262,1.256919,337,England,E12000006,E07000076
CO12 5,51.917468,1.208408,169,England,E12000006,E07000076
CO12 9,62.23676,1.005552,28,England,E12000006,E07000076
CO13 0,51.841703,1.230856,325,England,E12000006,E07000076
CO13 3,60.590535,1.01869,44,England,E12000006,E07000076
CO13 9,51.834032,1.246693,211,England,E12000006,E07000076
CO14 8,51.850291,1.267534,283,England,E12000006,E07000076
CO15 1,51.788147,1.147857,327,England,E12000006,E07000076
CO15 2,51.782088,1.119692,228,England,E12000006,E07000076
CO15 3,51.798088,1.148703,271,England,E12000006,E07000076
CO15 4,51.810447,1.16171,305,England,E12000006,E07000076
CO15 5,51.803179,1.186129,271,England,E12000006,E07000076
CO15 6,51.795906,1.163427,209,England,E12000006,E07000076
CO15 9,51.799085,1.158278,196,England,E12000006,E07000076
CO16 0,51.860385,1.154922,163,England,E12000006,E07000076
CO16 7,51.797925,1.130143,129,England,E12000006,E07000076
CO16 8,51.800393,1.105473,376,England,E12000006,E07000076
CO16 9,51.83305,1.136668,287,England,E12000006,E07000076
CO2 0,51.850741,0.868285,179,England,E12000006,E07000071
CO2 7,51.881112,0.898836,341,England,E12000006,E07000071
CO2 8,51.872729,0.916559,380,England,E12000006,E07000071
CO2 9,51.869089,0.878176,267,England,E12000006,E07000071
CO3 0,51.883893,0.846206,246,England,E12000006,E07000071
CO3 3,51.887361,0.88741,332,England,E12000006,E07000071
CO3 4,51.882743,0.867548,222,England,E12000006,E07000071
CO3 5,51.885568,0.844898,380,England,E12000006,E07000071
CO3 8,51.883767,0.830663,112,England,E12000006,E07000071
CO3 9,51.887996,0.850811,166,England,E12000006,E07000071
CO4 0,51.900476,0.925601,191,England,E12000006,E07000071
CO4 1,51.88953,0.916124,1,England,E12000006,E07000071
CO4 3,51.891095,0.935284,395,England,E12000006,E07000071
CO4 4,51.905031,0.923171,390,England,E12000006,E07000071
CO4 5,51.923244,0.905646,395,England,E12000006,E07000071
CO4 6,51.917726,0.890717,91,England,E12000006,E07000071
CO4 7,51.930944,0.898007,4,England,E12000006,E07000071
CO4 9,51.91097,0.921262,255,England,E12000006,E07000071
CO5 0,51.812452,0.747775,328,England,E12000006,E07000071
CO5 1,51.817005,0.745426,16,England,E12000006,E07000071
CO5 7,51.840543,0.921262,208,England,E12000006,E07000071
CO5 8,51.779949,0.923079,364,England,E12000006,E07000071
CO5 9,51.836833,0.722744,334,England,E12000006,E07000067
CO6 1,51.877527,0.729822,393,England,E12000006,E07000071
CO6 2,51.928907,0.715784,281,England,E12000006,E07000067
CO6 3,51.920417,0.823834,273,England,E12000006,E07000071
CO6 4,51.965102,0.871475,330,England,E12000006,E07000200
CO6 5,52.023621,0.864772,164,England,E12000006,E07000200
CO7 0,51.813171,1.025165,302,England,E12000006,E07000076
CO7 1,73.254087,0.533001,9,England,E12000006,E07000071
CO7 5,57.165812,0.911035,18,England,E12000006,E07000076
CO7 6,51.970504,1.002797,340,England,E12000006,E07000200
CO7 7,51.896843,0.991905,368,England,E12000006,E07000076
CO7 8,51.852873,1.036941,318,England,E12000006,E07000076
CO7 9,51.8615,0.961324,302,England,E12000006,E07000071
CO8 5,51.973453,0.767395,143,England,E12000006,E07000067
CO9 1,51.938513,0.626128,353,England,E12000006,E07000067
CO9 2,51.954095,0.649518,315,England,E12000006,E07000067
CO9 3,51.980702,0.598532,243,England,E12000006,E07000067
CO9 4,52.018145,0.548133,240,England,E12000006,E07000067
CO9 9,51.94461,0.636499,50,England,E12000006,E07000067
CR0 0,51.346345,-0.020249,262,England,E12000007,E09000008
CR0 1,51.37118,-0.099688,334,England,E12000007,E09000008
CR0 2,51.384467,-0.098738,378,England,E12000007,E09000008
CR0 3,51.384078,-0.11714,261,England,E12000007,E09000008
CR0 4,51.369532,-0.118945,368,England,E12000007,E09000008
CR0 5,51.369294,-0.072923,262,England,E12000007,E09000008
CR0 6,51.381559,-0.080747,327,England,E12000007,E09000008
CR0 7,51.384159,-0.054791,300,England,E12000007,E09000008
CR0 8,51.373657,-0.039573,273,England,E12000007,E09000008
CR0 9,51.35529,-0.046898,163,England,E12000007,E09000008
CR2 0,51.348288,-0.091829,306,England,E12000007,E09000008
CR2 1,56.411036,-0.09561,260,England,E12000007,E09000008
CR2 2,51.339601,-0.113487,178,England,E12000007,E09000008
CR2 3,51.339566,-0.132162,133,England,E12000007,E09000008
CR2 4,51.325944,-0.123061,106,England,E12000007,E09000008
CR2 5,51.319699,-0.102063,155,England,E12000007,E09000008
CR2 6,51.356199,-0.101537,350,England,E12000007,E09000008
CR2 7,51.357659,-0.085215,254,England,E12000007,E09000008
CR2 8,51.345975,-0.062337,281,England,E12000007,E09000008
CR2 9,51.334736,-0.079881,200,England,E12000007,E09000008
CR3 0,51.301893,-0.078985,173,England,E12000008,E07000215
CR3 1,51.304528,-0.123644,182,England,E12000007,E09000008
CR3 2,51.320901,-0.138046,238,England,E12000007,E09000008
CR3 3,51.308294,-0.159727,195,England,E12000008,E07000211
CR3 4,58.497389,-0.063014,81,England,E12000008,E07000215
CR3 5,51.287371,-0.094492,394,England,E12000008,E07000215
CR3 6,51.28103,-0.07907,351,England,E12000008,E07000215
CR3 7,51.284859,-0.047767,124,England,E12000008,E07000215
CR3 9,51.310171,-0.052352,226,England,E12000008,E07000215
CR4 1,51.402531,-0.145603,352,England,E12000007,E09000024
CR4 2,51.410273,-0.161677,299,England,E12000007,E09000024
CR4 3,51.407328,-0.171877,379,England,E12000007,E09000024
CR4 4,51.395618,-0.168483,292,England,E12000007,E09000024
CR4 6,51.394561,-0.118759,137,England,E12000007,E09000008
CR4 7,51.396137,-0.107989,234,England,E12000007,E09000008
CR4 8,51.403763,-0.100323,260,England,E12000007,E09000008
CR4 9,59.815796,-0.144565,104,England,E12000007,E09000024
CR44 1,53.592214,-0.126833,22,England,E12000007,E09000029
CR44 2,98.649509,-0.00369,36,England,,
CR5 1,51.306135,-0.12842,289,England,E12000007,E09000008
CR5 2,51.320807,-0.138458,333,England,E12000007,E09000008
CR5 3,51.310584,-0.155301,338,England,E12000007,E09000008
CR5 9,52.238296,-0.138158,106,England,E12000007,E09000008
CR6 0,58.587608,-0.062877,40,England,E12000008,E07000215
CR6 9,51.305243,-0.056126,327,England,E12000008,E07000215
CR7 6,51.390256,-0.11253,197,England,E12000007,E09000008
CR7 7,51.390729,-0.104146,336,England,E12000007,E09000008
CR7 8,51.398123,-0.098031,369,England,E12000007,E09000008
CR7 9,61.86469,-0.084635,102,England,E12000007,E09000008
CR8 1,51.338752,-0.102764,166,England,E12000007,E09000008
CR8 2,51.341088,-0.112186,291,England,E12000007,E09000008
CR8 3,51.342389,-0.126214,212,England,E12000007,E09000008
CR8 4,51.331767,-0.118983,177,England,E12000007,E09000008
CR8 5,51.324757,-0.100837,255,England,E12000007,E09000008
CR8 9,54.590165,-0.096504,105,England,E12000007,E09000008
CR9 0,51.357471,-0.0475,94,England,E12000007,E09000008
CR9 1,51.37394,-0.097886,342,England,E12000007,E09000008
CR9 2,51.377742,-0.098625,327,England,E12000007,E09000008
CR9 3,51.376807,-0.099458,306,England,E12000007,E09000008
CR9 4,51.372764,-0.110965,241,England,E12000007,E09000008
CR9 5,51.374933,-0.092965,128,England,E12000007,E09000008
CR9 6,51.376867,-0.091004,223,England,E12000007,E09000008
CR9 7,51.377621,-0.08624,95,England,E12000007,E09000008
CR9 8,51.375768,-0.083285,72,England,E12000007,E09000008
CR9 9,51.375608,-0.094618,81,England,E12000007,E09000008
CR90 9,57.392734,-0.095443,388,England,E12000007,E09000008
CT1 1,51.281875,1.095762,390,England,E12000008,E07000106
CT1 2,51.278376,1.079379,370,England,E12000008,E07000106
CT1 3,51.271735,1.078347,392,England,E12000008,E07000106
CT1 9,51.28437,1.094368,326,England,E12000008,E07000106
CT10 1,51.359125,1.436645,346,England,E12000008,E07000114
CT10 2,51.359816,1.420151,374,England,E12000008,E07000114
CT10 3,51.373325,1.431269,248,England,E12000008,E07000114
CT10 9,60.774355,1.155549,62,England,E12000008,E07000114
CT11 0,51.333681,1.399348,237,England,E12000008,E07000114
CT11 1,59.541058,1.168902,89,England,E12000008,E07000114
CT11 7,51.341587,1.417139,257,England,E12000008,E07000114
CT11 8,51.336754,1.42243,256,England,E12000008,E07000114
CT11 9,51.333952,1.411751,362,England,E12000008,E07000114
CT12 4,51.337264,1.315987,165,England,E12000008,E07000114
CT12 5,51.342626,1.365635,215,England,E12000008,E07000114
CT12 6,51.347271,1.398663,329,England,E12000008,E07000114
CT13 0,51.258516,1.314145,249,England,E12000008,E07000108
CT13 3,54.63445,1.248305,29,England,E12000008,E07000108
CT13 6,51.244799,1.304115,1,England,E12000008,E07000108
CT13 9,51.277342,1.34452,272,England,E12000008,E07000108
CT14 0,51.230941,1.343315,194,England,E12000008,E07000108
CT14 4,57.876155,1.210931,66,England,E12000008,E07000108
CT14 6,51.228151,1.401095,315,England,E12000008,E07000108
CT14 7,51.210579,1.396676,345,England,E12000008,E07000108
CT14 8,51.190763,1.388456,144,England,E12000008,E07000108
CT14 9,51.217095,1.386297,395,England,E12000008,E07000108
CT15 4,51.207741,1.25282,173,England,E12000008,E07000108
CT15 5,51.168243,1.313753,171,England,E12000008,E07000108
CT15 6,51.153499,1.370885,135,England,E12000008,E07000108
CT15 7,51.155769,1.231639,221,England,E12000008,E07000108
CT16 1,51.129258,1.312055,341,England,E12000008,E07000108
CT16 2,51.140944,1.299401,250,England,E12000008,E07000108
CT16 3,51.155644,1.288158,248,England,E12000008,E07000108
CT16 9,51.135444,1.303147,152,England,E12000008,E07000108
CT17 0,51.134947,1.29099,356,England,E12000008,E07000108
CT17 9,51.122048,1.300213,331,England,E12000008,E07000108
CT18 7,51.110439,1.174145,335,England,E12000008,E07000112
CT18 8,51.116934,1.107676,191,England,E12000008,E07000112
CT19 4,51.088422,1.146506,267,England,E12000008,E07000112
CT19 5,51.088375,1.172611,348,England,E12000008,E07000112
CT19 6,51.088404,1.187397,227,England,E12000008,E07000112
CT2 0,51.303951,1.122011,245,England,E12000008,E07000106
CT2 7,51.289327,1.078987,378,England,E12000008,E07000106
CT2 8,51.283269,1.068641,243,England,E12000008,E07000106
CT2 9,51.297206,1.048941,153,England,E12000008,E07000106
CT20 1,51.081316,1.175829,350,England,E12000008,E07000112
CT20 2,51.078552,1.168361,365,England,E12000008,E07000112
CT20 3,51.07971,1.143293,365,England,E12000008,E07000112
CT20 9,51.078754,1.176006,266,England,E12000008,E07000112
CT21 4,51.076789,1.058365,266,England,E12000008,E07000112
CT21 5,51.073342,1.094749,336,England,E12000008,E07000112
CT21 6,51.067365,1.072285,251,England,E12000008,E07000112
CT21 9,57.51015,0.944698,38,England,E12000008,E07000112
CT3 1,51.277557,1.201808,360,England,E12000008,E07000108
CT3 2,51.284904,1.278987,163,England,E12000008,E07000108
CT3 3,51.230235,1.197354,204,England,E12000008,E07000108
CT3 4,51.318038,1.162278,188,England,E12000008,E07000106
CT4 5,51.239957,1.099546,253,England,E12000008,E07000106
CT4 6,51.191736,1.120644,327,England,E12000008,E07000106
CT4 7,51.251537,1.022894,265,England,E12000008,E07000106
CT4 8,51.247767,0.955373,118,England,E12000008,E07000105
CT5 1,51.357156,1.030592,337,England,E12000008,E07000106
CT5 2,51.361921,1.049839,288,England,E12000008,E07000106
CT5 3,51.349446,1.043767,326,England,E12000008,E07000106
CT5 4,51.348568,1.016845,324,England,E12000008,E07000106
CT5 6,51.277787,1.084193,1,England,E12000008,E07000106
CT5 9,62.758995,0.789105,64,England,E12000008,E07000106
CT50 1,51.079217,1.144055,12,England,E12000008,E07000112
CT6 5,51.366529,1.127119,353,England,E12000008,E07000106
CT6 6,51.36758,1.150798,343,England,E12000008,E07000106
CT6 7,51.355858,1.125931,365,England,E12000008,E07000106
CT6 8,51.367061,1.108361,291,England,E12000008,E07000106
CT6 9,64.935496,0.808127,43,England,E12000008,E07000106
CT7 0,51.361591,1.292033,194,England,E12000008,E07000114
CT7 9,51.377666,1.308167,292,England,E12000008,E07000114
CT8 8,51.380546,1.340295,267,England,E12000008,E07000114
CT9 0,99.999999,0.0,1,England,,
CT9 1,51.387309,1.384609,350,England,E12000008,E07000114
CT9 2,51.386935,1.393107,343,England,E12000008,E07000114
CT9 3,51.38436,1.41076,335,England,E12000008,E07000114
CT9 4,51.369961,1.384798,227,England,E12000008,E07000114
CT9 5,51.38171,1.365615,309,England,E12000008,E07000114
CT9 9,51.386954,1.385356,213,England,E12000008,E07000114
CV1 1,52.408021,-1.509867,226,England,E12000005,E08000026
CV1 2,52.404461,-1.505139,360,England,E12000005,E08000026
CV1 3,52.406844,-1.518972,226,England,E12000005,E08000026
CV1 4,52.415348,-1.509907,277,England,E12000005,E08000026
CV1 5,52.410885,-1.500232,316,England,E12000005,E08000026
CV1 9,52.407278,-1.499217,117,England,E12000005,E08000026
CV10 0,52.537902,-1.496097,367,England,E12000005,E07000219
CV10 3,52.544777,-1.458162,5,England,E12000005,E07000219
CV10 7,52.511611,-1.483673,285,England,E12000005,E07000219
CV10 8,52.52033,-1.504009,215,England,E12000005,E07000219
CV10 9,52.527695,-1.51539,327,England,E12000005,E07000219
CV11 4,52.51411,-1.457342,349,England,E12000005,E07000219
CV11 5,52.522594,-1.472874,304,England,E12000005,E07000219
CV11 6,52.523029,-1.437858,397,England,E12000005,E07000219
CV11 7,52.537244,-1.433685,23,England,E12000005,E07000219
CV11 8,52.515365,-1.440829,18,England,E12000005,E07000219
CV11 9,52.522626,-1.464981,265,England,E12000005,E07000219
CV12 0,52.473668,-1.500266,229,England,E12000005,E07000219
CV12 2,54.012611,-1.422966,62,England,E12000005,E07000219
CV12 8,52.479276,-1.477745,292,England,E12000005,E07000219
CV12 9,52.476983,-1.446032,266,England,E12000005,E07000219
CV13 0,52.627495,-1.398762,233,England,E12000004,E07000132
CV13 6,52.583723,-1.439605,191,England,E12000004,E07000132
CV2 1,52.436643,-1.468573,356,England,E12000005,E08000026
CV2 2,52.429323,-1.449403,357,England,E12000005,E08000026
CV2 3,52.420765,-1.473107,264,England,E12000005,E08000026
CV2 4,52.413074,-1.486542,327,England,E12000005,E08000026
CV2 5,52.412321,-1.461804,244,England,E12000005,E08000026
CV21 1,52.382762,-1.270457,383,England,E12000005,E07000220
CV21 2,52.368768,-1.284982,331,England,E12000005,E07000220
CV21 3,52.361563,-1.289367,359,England,E12000005,E07000220
CV21 4,52.356973,-1.243116,193,England,E12000005,E07000220
CV21 9,52.379536,-1.251292,337,England,E12000005,E07000220
CV22 5,52.357223,-1.263965,285,England,E12000005,E07000220
CV22 6,52.350985,-1.28731,294,England,E12000005,E07000220
CV22 7,52.362693,-1.292762,373,England,E12000005,E07000220
CV23 0,52.401171,-1.273356,392,England,E12000005,E07000220
CV23 1,52.361912,-1.192863,98,England,E12000005,E07000220
CV23 8,52.293344,-1.294573,372,England,E12000005,E07000221
CV23 9,52.354415,-1.351395,308,England,E12000005,E07000220
CV3 1,52.402243,-1.480423,273,England,E12000005,E08000026
CV3 2,52.399378,-1.4501,391,England,E12000005,E08000026
CV3 3,52.3876,-1.465208,181,England,E12000005,E08000026
CV3 4,52.386859,-1.482271,176,England,E12000005,E08000026
CV3 5,52.391532,-1.504658,285,England,E12000005,E08000026
CV3 6,52.388523,-1.517148,315,England,E12000005,E08000026
CV3 9,52.934488,-1.458335,351,England,E12000005,E08000026
CV31 1,52.280938,-1.516257,396,England,E12000005,E07000222
CV31 2,52.272025,-1.526847,292,England,E12000005,E07000222
CV31 3,52.281417,-1.536434,277,England,E12000005,E07000222
CV31 9,52.467521,-1.527897,264,England,E12000005,E07000222
CV32 4,52.290502,-1.531631,330,England,E12000005,E07000222
CV32 5,52.292071,-1.537083,389,England,E12000005,E07000222
CV32 6,52.297301,-1.542985,266,England,E12000005,E07000222
CV32 7,52.304224,-1.516395,323,England,E12000005,E07000222
CV33 0,52.220749,-1.402337,381,England,E12000005,E07000221
CV33 8,52.202529,-1.483903,43,England,E12000005,E07000221
CV33 9,52.257704,-1.494823,353,England,E12000005,E07000222
CV34 0,52.261796,-1.565556,19,England,E12000005,E07000222
CV34 4,52.284459,-1.587523,279,England,E12000005,E07000222
CV34 5,52.291644,-1.585078,396,England,E12000005,E07000222
CV34 6,52.272866,-1.57348,388,England,E12000005,E07000222
CV34 7,52.264903,-1.553826,45,England,E12000005,E07000222
CV34 8,52.276224,-1.55649,55,England,E12000005,E07000222
CV34 9,52.606794,-1.590897,303,England,E12000005,E07000222
CV35 0,52.164613,-1.523043,336,England,E12000005,E07000221
CV35 7,52.309576,-1.640727,257,England,E12000005,E07000222
CV35 8,52.270674,-1.642789,296,England,E12000005,E07000222
CV35 9,52.205004,-1.591419,319,England,E12000005,E07000221
CV36 4,52.08242,-1.647979,297,England,E12000005,E07000221
CV36 5,52.052201,-1.602106,193,England,E12000005,E07000221
CV37 0,52.216697,-1.70799,327,England,E12000005,E07000221
CV37 1,52.198116,-1.716429,371,England,E12000005,E07000221
CV37 5,52.134884,-1.74993,21,England,E12000005,E07000221
CV37 6,52.194672,-1.709226,382,England,E12000005,E07000221
CV37 7,52.18181,-1.673903,345,England,E12000005,E07000221
CV37 8,52.138011,-1.74133,395,England,E12000005,E07000221
CV37 9,52.196002,-1.738157,384,England,E12000005,E07000221
CV4 0,52.758965,-1.485453,135,England,E12000005,E08000026
CV4 7,52.388318,-1.54134,149,England,E12000005,E08000026
CV4 8,52.393662,-1.564779,271,England,E12000005,E08000026
CV4 9,52.404574,-1.578665,396,England,E12000005,E08000026
CV47 0,52.252339,-1.394284,100,England,E12000005,E07000221
CV47 1,52.249752,-1.382819,144,England,E12000005,E07000221
CV47 2,52.204142,-1.41198,277,England,E12000005,E07000221
CV47 4,52.990746,-1.374502,64,England,E12000005,E07000221
CV47 7,52.215749,-1.308133,44,England,E12000005,E07000221
CV47 8,52.256729,-1.349376,117,England,E12000005,E07000221
CV47 9,52.279722,-1.394509,78,England,E12000005,E07000221
CV5 6,52.401213,-1.530626,361,England,E12000005,E08000026
CV5 7,52.414123,-1.568747,279,England,E12000005,E08000026
CV5 8,52.411107,-1.537327,258,England,E12000005,E08000026
CV5 9,52.42435,-1.562766,303,England,E12000005,E08000026
CV6 1,52.418663,-1.530287,265,England,E12000005,E08000026
CV6 2,52.433296,-1.527853,247,England,E12000005,E08000026
CV6 3,52.42559,-1.516485,182,England,E12000005,E08000026
CV6 4,52.441415,-1.512214,275,England,E12000005,E08000026
CV6 5,52.42529,-1.499406,356,England,E12000005,E08000026
CV6 6,52.445694,-1.489509,294,England,E12000005,E08000026
CV6 7,52.433141,-1.485027,251,England,E12000005,E08000026
CV6 9,53.113099,-1.477893,277,England,E12000005,E08000026
CV7 7,52.40857,-1.623288,377,England,E12000005,E08000029
CV7 8,52.469405,-1.554893,348,England,E12000005,E07000218
CV7 9,52.456678,-1.471645,276,England,E12000005,E07000219
CV8 1,52.345263,-1.586976,367,England,E12000005,E07000222
CV8 2,52.346385,-1.561878,393,England,E12000005,E07000222
CV8 3,52.373082,-1.447205,240,England,E12000005,E07000220
CV8 5,52.350942,-1.515758,1,England,E12000005,E07000222
CV8 9,53.047862,-1.55537,135,England,E12000005,E07000222
CV9 1,52.574778,-1.540519,250,England,E12000005,E07000218
CV9 2,52.575506,-1.596825,286,England,E12000005,E07000218
CV9 3,52.609677,-1.538418,238,England,E12000005,E07000218
CV9 9,53.092016,-1.529583,92,England,E12000005,E07000218
CW1 1,53.095947,-2.411377,394,England,E12000002,E06000049
CW1 2,53.098367,-2.44122,190,England,E12000002,E06000049
CW1 3,53.106388,-2.455629,393,England,E12000002,E06000049
CW1 4,53.112296,-2.444092,335,England,E12000002,E06000049
CW1 5,53.099534,-2.40649,313,England,E12000002,E06000049
CW1 6,53.089908,-2.423389,239,England,E12000002,E06000049
CW1 9,53.089729,-2.432176,250,England,E12000002,E06000049
CW10 0,53.181098,-2.445659,300,England,E12000002,E06000049
CW10 9,53.197655,-2.4521,267,England,E12000002,E06000049
CW11 0,53.139039,-2.34599,362,England,E12000002,E06000049
CW11 1,53.149036,-2.364949,304,England,E12000002,E06000049
CW11 2,53.145098,-2.319166,117,England,E12000002,E06000049
CW11 3,53.144277,-2.391578,329,England,E12000002,E06000049
CW11 4,53.133731,-2.360966,245,England,E12000002,E06000049
CW11 5,53.144178,-2.363555,103,England,E12000002,E06000049
CW11 9,53.147629,-2.379918,344,England,E12000002,E06000049
CW12 1,53.16841,-2.214644,373,England,E12000002,E06000049
CW12 2,53.179045,-2.208769,270,England,E12000002,E06000049
CW12 3,53.157905,-2.19695,337,England,E12000002,E06000049
CW12 4,53.164811,-2.237448,396,England,E12000002,E06000049
CW12 9,59.857545,-1.910571,91,England,E12000002,E06000049
CW2 5,53.063561,-2.421571,366,England,E12000002,E06000049
CW2 6,53.082957,-2.446397,342,England,E12000002,E06000049
CW2 7,53.092929,-2.447761,261,England,E12000002,E06000049
CW2 8,53.08882,-2.469458,332,England,E12000002,E06000049
CW3 0,52.994565,-2.498933,147,England,E12000002,E06000049
CW3 9,53.008349,-2.361649,269,England,E12000005,E07000195
CW4 7,53.195695,-2.344622,246,England,E12000002,E06000049
CW4 8,53.213204,-2.336782,220,England,E12000002,E06000049
CW5 5,53.067888,-2.523943,365,England,E12000002,E06000049
CW5 6,53.079519,-2.517072,346,England,E12000002,E06000049
CW5 7,53.053134,-2.492248,319,England,E12000002,E06000049
CW5 8,53.043931,-2.575017,224,England,E12000002,E06000049
CW5 9,60.508634,-2.121756,82,England,E12000002,E06000049
CW6 0,53.180575,-2.688072,356,England,E12000002,E06000050
