sector,lat,lng,count,country,region_code,local_authority_code
B78 2,52.573877,-1.691219,167,England,E12000005,E07000218
B78 3,52.620633,-1.713979,327,England,E12000005,E07000194
B79 0,52.653976,-1.6209,194,England,E12000005,E07000218
B79 7,52.635677,-1.700555,325,England,E12000005,E07000199
B79 8,52.644335,-1.697763,261,England,E12000005,E07000199
B79 9,52.683217,-1.691559,109,England,E12000005,E07000194
B8 1,52.488918,-1.856621,240,England,E12000005,E08000025
B8 2,52.49321,-1.8316,289,England,E12000005,E08000025
B8 3,52.48742,-1.842413,250,England,E12000005,E08000025
B80 7,52.277691,-1.897024,260,England,E12000005,E07000221
B9 4,52.477697,-1.867732,244,England,E12000005,E08000025
B9 5,52.478459,-1.842336,330,England,E12000005,E08000025
B9 9,52.477997,-1.851952,236,England,E12000005,E08000025
B90 1,52.395017,-1.84692,318,England,E12000005,E08000029
B90 2,52.406258,-1.834123,264,England,E12000005,E08000029
B90 3,52.411723,-1.821969,292,England,E12000005,E08000029
B90 4,52.393598,-1.808961,393,England,E12000005,E08000029
B90 8,52.372862,-1.801867,59,England,E12000005,E08000029
B90 9,52.408107,-1.825854,207,England,E12000005,E08000029
B91 1,52.415918,-1.796919,308,England,E12000005,E08000029
B91 2,52.420808,-1.772377,325,England,E12000005,E08000029
B91 3,52.407554,-1.780195,396,England,E12000005,E08000029
B91 9,52.41333,-1.775635,389,England,E12000005,E08000029
B92 0,52.424185,-1.721323,198,England,E12000005,E08000029
B92 7,52.438533,-1.802567,249,England,E12000005,E08000029
B92 8,52.439564,-1.78806,267,England,E12000005,E08000029
B92 9,52.43659,-1.769286,201,England,E12000005,E08000029
B93 0,52.379552,-1.726171,189,England,E12000005,E08000029
B93 3,52.388948,-1.736532,180,England,E12000005,E08000029
B93 8,52.376736,-1.753223,276,England,E12000005,E08000029
B93 9,52.389637,-1.745901,230,England,E12000005,E08000029
B94 5,52.347655,-1.816907,204,England,E12000005,E07000221
B94 6,52.357554,-1.767961,221,England,E12000005,E08000029
B95 5,52.297672,-1.781363,262,England,E12000005,E07000221
B95 6,52.26245,-1.778258,123,England,E12000005,E07000221
B95 8,52.294007,-1.781044,38,England,E12000005,E07000221
B96 6,52.254836,-1.959444,237,England,E12000005,E07000236
B97 4,52.3043,-1.946085,236,England,E12000005,E07000236
B97 5,52.289987,-1.956901,396,England,E12000005,E07000236
B97 6,52.312014,-1.956604,301,England,E12000005,E07000236
B97 9,52.310932,-1.937698,382,England,E12000005,E07000236
B98 0,52.300761,-1.899852,313,England,E12000005,E07000236
B98 7,52.294248,-1.92847,376,England,E12000005,E07000236
B98 8,52.310212,-1.927277,247,England,E12000005,E07000236
B98 9,52.318093,-1.902281,201,England,E12000005,E07000236
B99 1,52.495945,-1.894248,59,England,E12000005,E08000025
BA1 0,51.379187,-2.355901,379,England,E12000009,E06000022
BA1 1,51.38058,-2.359844,354,England,E12000009,E06000022
BA1 2,51.38463,-2.36453,398,England,E12000009,E06000022
BA1 3,51.385719,-2.385796,273,England,E12000009,E06000022
BA1 4,51.396741,-2.389862,152,England,E12000009,E06000022
BA1 5,51.388922,-2.360784,309,England,E12000009,E06000022
BA1 6,51.393803,-2.351489,310,England,E12000009,E06000022
BA1 7,51.401493,-2.320934,244,England,E12000009,E06000022
BA1 8,51.412697,-2.342088,79,England,E12000009,E06000022
BA1 9,51.407688,-2.388987,68,England,E12000009,E06000022
BA10 0,51.112308,-2.447424,201,England,E12000009,E06000066
BA11 1,51.232167,-2.321486,293,England,E12000009,E06000066
BA11 2,51.246251,-2.312561,358,England,E12000009,E06000066
BA11 3,51.238797,-2.354525,236,England,E12000009,E06000066
BA11 4,51.225545,-2.343314,243,England,E12000009,E06000066
BA11 5,51.218668,-2.321947,184,England,E12000009,E06000066
BA11 6,51.273692,-2.287557,105,England,E12000009,E06000066
BA11 9,56.235896,-2.094525,78,England,E12000009,E06000066
BA12 0,51.177799,-2.084149,267,England,E12000009,E06000054
BA12 2,57.934767,-1.877872,58,England,E12000009,E06000054
BA12 6,51.099468,-2.277412,249,England,E12000009,E06000054
BA12 7,51.179873,-2.217823,253,England,E12000009,E06000054
BA12 8,51.201968,-2.193726,323,England,E12000009,E06000054
BA12 9,51.20031,-2.173524,263,England,E12000009,E06000054
BA13 2,51.263006,-2.197088,22,England,E12000009,E06000054
BA13 3,51.259847,-2.189704,392,England,E12000009,E06000054
BA13 4,51.266048,-2.176814,339,England,E12000009,E06000054
BA13 9,62.675106,-1.689684,47,England,E12000009,E06000054
BA14 0,51.308561,-2.211476,361,England,E12000009,E06000054
BA14 4,51.317751,-2.208083,247,England,E12000009,E06000054
BA14 6,51.329104,-2.16851,274,England,E12000009,E06000054
BA14 7,51.324112,-2.194056,379,England,E12000009,E06000054
BA14 8,51.323964,-2.207676,366,England,E12000009,E06000054
BA14 9,51.310704,-2.228719,285,England,E12000009,E06000054
BA15 1,51.347147,-2.255207,367,England,E12000009,E06000054
BA15 2,51.352647,-2.275236,234,England,E12000009,E06000054
BA15 5,51.336372,-2.251134,52,England,E12000009,E06000054
BA16 0,51.125606,-2.73891,345,England,E12000009,E06000066
BA16 9,51.130024,-2.759708,93,England,E12000009,E06000066
BA2 0,51.33221,-2.47097,203,England,E12000009,E06000022
BA2 1,51.376402,-2.392638,272,England,E12000009,E06000022
BA2 2,51.364551,-2.378713,312,England,E12000009,E06000022
BA2 3,51.3784,-2.373428,321,England,E12000009,E06000022
BA2 4,51.377968,-2.356429,288,England,E12000009,E06000022
BA2 5,51.362406,-2.355576,279,England,E12000009,E06000022
BA2 6,51.384602,-2.343081,330,England,E12000009,E06000022
BA2 7,51.342744,-2.3267,351,England,E12000009,E06000022
BA2 8,51.323415,-2.410063,275,England,E12000009,E06000022
BA2 9,51.373201,-2.433078,119,England,E12000009,E06000022
BA20 1,50.941131,-2.633879,327,England,E12000009,E06000066
BA20 2,50.936173,-2.652225,351,England,E12000009,E06000066
BA20 9,50.941437,-2.639575,138,England,E12000009,E06000066
BA21 3,50.951102,-2.655338,346,England,E12000009,E06000066
BA21 4,50.948688,-2.628384,241,England,E12000009,E06000066
BA21 5,50.953091,-2.614573,314,England,E12000009,E06000066
BA22 7,51.032333,-2.558286,233,England,E12000009,E06000066
BA22 8,50.974017,-2.665135,391,England,E12000009,E06000066
BA22 9,50.910874,-2.666251,284,England,E12000009,E06000066
BA3 1,51.330475,-2.473845,176,England,E12000009,E06000022
BA3 2,51.290635,-2.479239,334,England,E12000009,E06000022
BA3 3,51.292147,-2.449457,373,England,E12000009,E06000022
BA3 4,51.268606,-2.511658,386,England,E12000009,E06000066
BA3 5,51.253054,-2.453264,384,England,E12000009,E06000066
BA3 6,51.307982,-2.304634,270,England,E12000009,E06000066
BA3 9,56.005188,-2.209998,62,England,E12000009,E06000022
BA4 4,51.181091,-2.530808,304,England,E12000009,E06000066
BA4 5,51.189438,-2.548755,350,England,E12000009,E06000066
BA4 6,51.142727,-2.511296,267,England,E12000009,E06000066
BA4 9,51.189366,-2.547173,96,England,E12000009,E06000066
BA5 1,51.209704,-2.678301,351,England,E12000009,E06000066
BA5 2,51.209945,-2.65273,370,England,E12000009,E06000066
BA5 3,51.21753,-2.626373,252,England,E12000009,E06000066
BA5 9,57.181133,-2.328726,49,England,E12000009,E06000066
BA6 0,58.509701,-2.30601,73,England,E12000009,E06000066
BA6 8,51.133126,-2.689287,362,England,E12000009,E06000066
BA6 9,51.15274,-2.728811,357,England,E12000009,E06000066
BA7 7,51.089674,-2.519292,244,England,E12000009,E06000066
BA8 0,51.000281,-2.411039,237,England,E12000009,E06000066
BA9 0,55.951612,-2.168931,40,England,E12000009,E06000066
BA9 8,51.064571,-2.421231,146,England,E12000009,E06000066
BA9 9,51.05426,-2.404895,296,England,E12000009,E06000066
BB0 1,53.753464,-2.464231,1,England,E12000002,E06000008
BB1 1,53.744625,-2.467474,284,England,E12000002,E06000008
BB1 2,53.735558,-2.44864,234,England,E12000002,E06000008
BB1 3,53.750441,-2.456203,167,England,E12000002,E06000008
BB1 4,53.767484,-2.421368,180,England,E12000002,E07000120
BB1 5,53.756859,-2.468046,300,England,E12000002,E06000008
BB1 6,53.753744,-2.477166,157,England,E12000002,E06000008
BB1 7,53.751424,-2.483813,143,England,E12000002,E06000008
BB1 8,53.760184,-2.486717,222,England,E12000002,E06000008
BB1 9,53.777061,-2.479318,249,England,E12000002,E06000008
BB10 1,53.802976,-2.236937,299,England,E12000002,E07000117
BB10 2,53.810017,-2.220439,321,England,E12000002,E07000117
BB10 3,53.798558,-2.209116,273,England,E12000002,E07000117
BB10 4,53.782277,-2.216915,251,England,E12000002,E07000117
BB11 1,53.789599,-2.245946,288,England,E12000002,E07000117
BB11 2,53.784126,-2.244075,234,England,E12000002,E07000117
BB11 3,53.781865,-2.234793,226,England,E12000002,E07000117
BB11 4,53.784688,-2.257311,234,England,E12000002,E07000117
BB11 5,53.779308,-2.274202,287,England,E12000002,E07000117
BB11 9,53.790298,-2.241618,196,England,E12000002,E07000117
BB12 0,53.796339,-2.256617,236,England,E12000002,E07000117
BB12 6,53.791934,-2.28025,251,England,E12000002,E07000117
BB12 7,53.798227,-2.323534,259,England,E12000002,E07000117
BB12 8,53.799872,-2.302461,299,England,E12000002,E07000117
BB12 9,53.831801,-2.271314,185,England,E12000002,E07000122
BB18 5,53.915036,-2.18767,317,England,E12000002,E07000122
BB18 6,53.914995,-2.158032,344,England,E12000002,E07000122
BB18 9,61.600009,-1.818805,18,England,E12000002,E07000122
BB2 1,53.746514,-2.493229,233,England,E12000002,E06000008
BB2 2,53.741572,-2.49496,268,England,E12000002,E06000008
BB2 3,53.734853,-2.477856,320,England,E12000002,E06000008
BB2 4,53.729675,-2.498152,342,England,E12000002,E06000008
BB2 5,53.72686,-2.524237,221,England,E12000002,E06000008
BB2 6,53.749635,-2.504827,250,England,E12000002,E06000008
BB2 7,53.766097,-2.519922,228,England,E12000002,E06000008
BB2 9,53.743741,-2.484775,315,England,E12000002,E06000008
BB3 0,53.709413,-2.479323,290,England,E12000002,E06000008
BB3 1,53.699473,-2.474019,258,England,E12000002,E06000008
BB3 2,53.687563,-2.461815,332,England,E12000002,E06000008
BB3 3,53.696861,-2.450699,309,England,E12000002,E06000008
BB3 9,54.913598,-2.403156,38,England,E12000002,E06000008
BB4 0,53.70192,-2.284462,155,England,E12000002,E07000125
BB4 4,53.691946,-2.328649,231,England,E12000002,E07000125
BB4 5,53.707552,-2.32422,254,England,E12000002,E07000125
BB4 6,53.696593,-2.303064,273,England,E12000002,E07000125
BB4 7,53.696894,-2.26755,301,England,E12000002,E07000125
BB4 8,53.717606,-2.287404,355,England,E12000002,E07000125
BB4 9,53.706173,-2.250026,270,England,E12000002,E07000125
BB5 0,53.748982,-2.378068,272,England,E12000002,E07000120
BB5 1,53.753961,-2.368705,248,England,E12000002,E07000120
BB5 2,53.741696,-2.351512,268,England,E12000002,E07000120
BB5 3,53.741404,-2.393135,265,England,E12000002,E07000120
BB5 4,53.753561,-2.390721,245,England,E12000002,E07000120
BB5 5,53.773399,-2.376166,383,England,E12000002,E07000120
BB5 6,53.76029,-2.353975,303,England,E12000002,E07000120
BB5 9,53.753035,-2.36371,123,England,E12000002,E07000120
BB6 7,53.784374,-2.408727,343,England,E12000002,E07000120
BB6 8,53.807383,-2.454518,120,England,E12000002,E07000124
BB6 9,53.828275,-2.405866,250,England,E12000002,E07000124
BB7 0,53.874313,-2.39341,130,England,E12000002,E07000124
BB7 1,53.868153,-2.387908,262,England,E12000002,E07000124
BB7 2,53.871832,-2.398418,283,England,E12000002,E07000124
BB7 3,53.906968,-2.446813,126,England,E12000002,E07000124
BB7 4,53.911832,-2.334495,292,England,E12000002,E07000124
BB7 9,53.831692,-2.404235,392,England,E12000002,E07000124
BB8 0,53.856631,-2.16705,228,England,E12000002,E07000122
BB8 5,53.914748,-2.187953,274,England,E12000002,E07000122
BB8 6,53.914461,-2.156877,306,England,E12000002,E07000122
BB8 7,53.867828,-2.157129,220,England,E12000002,E07000122
BB8 8,53.848283,-2.162443,256,England,E12000002,E07000122
BB8 9,53.857947,-2.17664,248,England,E12000002,E07000122
BB9 0,53.829853,-2.209741,294,England,E12000002,E07000122
BB9 4,53.834936,-2.217432,215,England,E12000002,E07000122
BB9 5,53.824057,-2.232292,255,England,E12000002,E07000122
BB9 6,53.85297,-2.223259,248,England,E12000002,E07000122
BB9 7,53.837651,-2.217811,313,England,E12000002,E07000122
BB9 8,53.843881,-2.206937,279,England,E12000002,E07000122
BB9 9,53.83602,-2.20684,280,England,E12000002,E07000122
BB94 0,53.915483,-2.140156,21,England,E12000002,E07000122
BD1 1,53.794398,-1.75264,262,England,E12000003,E08000032
BD1 2,53.795385,-1.760021,227,England,E12000003,E08000032
BD1 3,53.797684,-1.757246,217,England,E12000003,E08000032
BD1 4,53.79782,-1.751773,262,England,E12000003,E08000032
BD1 5,53.795834,-1.749001,239,England,E12000003,E08000032
BD1 9,53.800926,-1.755511,377,England,E12000003,E08000032
BD10 0,53.830796,-1.717844,309,England,E12000003,E08000032
BD10 8,53.831183,-1.734176,347,England,E12000003,E08000032
BD10 9,53.831184,-1.726452,260,England,E12000003,E08000032
BD11 1,53.752567,-1.662673,186,England,E12000003,E08000035
BD11 2,53.747994,-1.692428,192,England,E12000003,E08000034
BD12 0,53.756209,-1.763042,259,England,E12000003,E08000032
BD12 7,53.749963,-1.742231,103,England,E12000003,E08000032
BD12 8,53.742618,-1.770667,204,England,E12000003,E08000032
BD12 9,53.740681,-1.763566,178,England,E12000003,E08000032
BD13 1,53.772499,-1.839872,216,England,E12000003,E08000032
BD13 2,53.767062,-1.846778,280,England,E12000003,E08000032
BD13 3,53.792449,-1.849213,303,England,E12000003,E08000032
BD13 4,53.800154,-1.890596,178,England,E12000003,E08000032
BD13 5,53.823525,-1.892836,145,England,E12000003,E08000032
BD13 9,63.906447,-1.383031,64,England,E12000003,E08000032
BD14 6,53.783231,-1.817915,279,England,E12000003,E08000032
BD15 0,53.820191,-1.859491,166,England,E12000003,E08000032
BD15 7,53.801077,-1.823087,300,England,E12000003,E08000032
BD15 8,53.802127,-1.83106,29,England,E12000003,E08000032
BD15 9,53.811005,-1.831461,82,England,E12000003,E08000032
BD16 1,53.837378,-1.841057,345,England,E12000003,E08000032
BD16 2,53.851836,-1.838166,244,England,E12000003,E08000032
BD16 3,53.857611,-1.821225,219,England,E12000003,E08000032
BD16 4,53.851542,-1.830703,318,England,E12000003,E08000032
BD16 9,61.631254,-1.477992,65,England,E12000003,E08000032
BD17 5,53.845397,-1.778931,282,England,E12000003,E08000032
BD17 6,53.848615,-1.762523,279,England,E12000003,E08000032
BD17 7,53.841407,-1.765418,284,England,E12000003,E08000032
BD18 1,53.83088,-1.758607,205,England,E12000003,E08000032
BD18 2,53.828776,-1.769193,219,England,E12000003,E08000032
BD18 3,53.831728,-1.781338,274,England,E12000003,E08000032
BD18 4,53.833647,-1.795261,259,England,E12000003,E08000032
BD18 9,62.331177,-1.436344,103,England,E12000003,E08000032
BD19 3,53.726552,-1.717651,282,England,E12000003,E08000034
BD19 4,53.730383,-1.696587,315,England,E12000003,E08000034
BD19 5,53.72137,-1.714245,154,England,E12000003,E08000034
BD19 6,53.725548,-1.740151,183,England,E12000003,E08000034
BD19 9,65.074059,-1.293411,53,England,E12000003,E08000034
BD2 1,53.817586,-1.751237,234,England,E12000003,E08000032
BD2 2,53.819069,-1.728537,150,England,E12000003,E08000032
BD2 3,53.811333,-1.724464,281,England,E12000003,E08000032
BD2 4,53.810808,-1.738252,218,England,E12000003,E08000032
BD20 0,53.90886,-1.934253,253,England,E12000003,E08000032
BD20 5,53.875993,-1.875077,306,England,E12000003,E08000032
BD20 6,53.883983,-1.932002,324,England,E12000003,E08000032
BD20 7,53.893554,-1.984271,235,England,E12000003,E06000065
BD20 8,53.903526,-2.005867,295,England,E12000003,E06000065
BD20 9,53.919672,-1.963064,215,England,E12000003,E08000032
BD21 1,53.860525,-1.916285,234,England,E12000003,E08000032
BD21 2,53.8684,-1.916802,238,England,E12000003,E08000032
BD21 3,53.869714,-1.90627,244,England,E12000003,E08000032
BD21 4,53.866852,-1.894635,338,England,E12000003,E08000032
BD21 5,53.855445,-1.911561,219,England,E12000003,E08000032
BD21 9,59.828126,-1.666769,147,England,E12000003,E08000032
BD22 0,53.863243,-1.998325,265,England,E12000003,E08000032
BD22 6,53.864464,-1.928879,233,England,E12000003,E08000032
BD22 7,53.8492,-1.939564,272,England,E12000003,E08000032
BD22 8,53.832817,-1.947373,239,England,E12000003,E08000032
BD22 9,53.823287,-1.943832,248,England,E12000003,E08000032
BD23 0,61.041154,-1.714207,13,England,E12000003,E06000065
BD23 1,53.96204,-2.020976,340,England,E12000003,E06000065
BD23 2,53.956033,-2.01535,320,England,E12000003,E06000065
BD23 3,53.963372,-2.091461,292,England,E12000003,E06000065
BD23 4,54.01175,-2.215084,256,England,E12000003,E06000065
BD23 5,54.087981,-2.028375,241,England,E12000003,E06000065
BD23 6,53.991995,-1.970465,265,England,E12000003,E06000065
BD23 9,53.958105,-2.025385,129,England,E12000003,E06000065
BD24 0,54.085782,-2.297442,152,England,E12000003,E06000065
BD24 4,54.064612,-2.282098,5,England,E12000003,E06000065
BD24 5,54.064612,-2.282103,14,England,E12000003,E06000065
BD24 9,54.071963,-2.271253,235,England,E12000003,E06000065
BD3 0,53.801692,-1.74143,234,England,E12000003,E08000032
BD3 7,53.801469,-1.717255,169,England,E12000003,E08000032
BD3 8,53.795457,-1.72041,244,England,E12000003,E08000032
BD3 9,53.794493,-1.73703,256,England,E12000003,E08000032
BD4 0,53.774333,-1.704321,280,England,E12000003,E08000032
BD4 6,53.764904,-1.725342,277,England,E12000003,E08000032
BD4 7,53.782422,-1.740828,248,England,E12000003,E08000032
BD4 8,53.786606,-1.720132,287,England,E12000003,E08000032
BD4 9,53.775037,-1.719028,212,England,E12000003,E08000032
BD5 0,53.785828,-1.758774,269,England,E12000003,E08000032
BD5 5,63.44844,-1.388894,153,England,E12000003,E08000032
BD5 7,53.780111,-1.756856,223,England,E12000003,E08000032
BD5 8,53.773244,-1.751693,234,England,E12000003,E08000032
BD5 9,53.776102,-1.768248,199,England,E12000003,E08000032
BD6 1,53.765969,-1.768039,310,England,E12000003,E08000032
BD6 2,53.75943,-1.789556,275,England,E12000003,E08000032
BD6 3,53.768543,-1.795244,332,England,E12000003,E08000032
BD7 1,53.78997,-1.76668,221,England,E12000003,E08000032
BD7 2,53.787725,-1.783843,284,England,E12000003,E08000032
BD7 3,53.781947,-1.77873,185,England,E12000003,E08000032
BD7 4,53.776485,-1.793536,227,England,E12000003,E08000032
BD8 0,53.797691,-1.803266,222,England,E12000003,E08000032
BD8 7,53.805093,-1.764345,247,England,E12000003,E08000032
BD8 8,53.801908,-1.771208,209,England,E12000003,E08000032
BD8 9,53.800741,-1.784589,254,England,E12000003,E08000032
BD9 4,53.812976,-1.775666,265,England,E12000003,E08000032
BD9 5,53.809665,-1.787887,211,England,E12000003,E08000032
BD9 6,53.811854,-1.802581,249,England,E12000003,E08000032
BD97 1,53.826486,-1.796735,4,England,E12000003,E08000032
BD98 1,99.999999,0.0,8,England,,
BD98 5,99.999999,0.0,4,England,,
BD98 8,53.816994,-1.765446,6,England,E12000003,E08000032
BD99 2,53.792266,-1.772892,6,England,E12000003,E08000032
BD99 4,53.796085,-1.750076,11,England,E12000003,E08000032
BD99 9,53.793674,-1.764445,2,England,E12000003,E08000032
BH1 1,50.723939,-1.871692,284,England,E12000009,E06000058
BH1 2,50.721298,-1.872661,199,England,E12000009,E06000058
BH1 3,50.723051,-1.860505,312,England,E12000009,E06000058
BH1 4,50.728396,-1.849599,319,England,E12000009,E06000058
